query,label,label_text
Tổng hợp kiến thức về cơ sở dữ liệu SQL bao gồm các câu lệnh truy vấn và thiết kế database,2,khác
Giới thiệu tổng quan về công nghệ Blockchain cách thức hoạt động của distributed ledger và ứng dụng cryptocurrency,2,khác
Phân biệt giao thức TCP và UDP trong mạng máy tính về độ tin cậy tốc độ và trường hợp sử dụng,2,khác
Tóm tắt các xu hướng công nghệ nổi bật năm 2024 bao gồm AI cloud computing và quantum computing,2,khác
Hướng dẫn cách cài đặt môi trường lập trình Python trên Windows Mac và Linux cho người mới bắt đầu,2,khác
Sinh 5 câu hỏi về cấu trúc dữ liệu Stack và Queue,0,hỏi
Tạo câu hỏi trắc nghiệm về thuật toán sắp xếp nổi bọt,0,hỏi
Cho tôi 3 câu hỏi về độ phức tạp thuật toán,0,hỏi
Viết câu hỏi về cách hoạt động của mạng neural nhân tạo,0,hỏi
Đề xuất câu hỏi kiểm tra kiến thức về lập trình hướng đối tượng,0,hỏi
Giải thích sự khác biệt giữa Stack và Heap trong bộ nhớ,1,trả lời
Phân tích đáp án: độ phức tạp của Quick Sort là O(n log n),1,trả lời
Kiểm tra đáp án câu hỏi về cơ sở dữ liệu quan hệ,1,trả lời
Đánh giá đáp án về khái niệm Deadlock trong hệ điều hành,1,trả lời
Xác nhận đáp án: Python là ngôn ngữ thông dịch hay biên dịch,1,trả lời
Cài đặt môi trường lập trình Python trên Windows,2,khác
Hướng dẫn tạo repository trên GitHub từng bước,2,khác
Giới thiệu về lịch sử phát triển của ngôn ngữ Java,2,khác
So sánh hiệu năng giữa MySQL và PostgreSQL trong thực tế,2,khác
Tổng hợp các khóa học lập trình web miễn phí chất lượng,2,khác
Tạo 10 câu hỏi về mạng máy tính và mô hình OSI,0,hỏi
Sinh câu hỏi trắc nghiệm về các loại vòng lặp trong C++,0,hỏi
Đưa ra câu hỏi về sự khác nhau giữa SQL và NoSQL,0,hỏi
Giải thích đáp án về cách hoạt động của thuật toán Dijkstra,1,trả lời
Xác minh đáp án: HTTP là giao thức tầng nào trong mô hình TCP/IP,1,trả lời
Phân tích lỗi runtime exception trong Java và cách xử lý,1,trả lời
Debug đoạn code bị lỗi segmentation fault trong C,2,khác
Tối ưu hóa query SQL để tăng tốc độ truy vấn database,2,khác
Hướng dẫn cấu hình Docker container cho ứng dụng Node.js,2,khác
Review code về thuật toán tìm kiếm nhị phân có đúng không,2,khác
Sinh 5 câu hỏi trắc nghiệm về cấu trúc dữ liệu stack,0,hỏi
Kiểm tra đáp án bài tập về thuật toán sắp xếp nổi bọt,1,trả lời
Tạo câu hỏi về độ phức tạp thuật toán,0,hỏi
Đáp án câu 3 trong bài kiểm tra SQL có đúng không,1,trả lời
So sánh Python và Java trong phát triển web,2,khác
Cho tôi 10 câu hỏi về mạng máy tính,0,hỏi
Kiểm tra bài làm về cây nhị phân tìm kiếm,1,trả lời
Phân tích ưu nhược điểm của MongoDB,2,khác
Sinh câu hỏi thi về hệ điều hành Linux,0,hỏi
Xem đáp án bài tập đệ quy có chính xác không,1,trả lời
Hướng dẫn cài đặt môi trường React Native,2,khác
Tạo đề thi về cơ sở dữ liệu quan hệ,0,hỏi
Chấm điểm bài thi HTML CSS của em,1,trả lời
Giới thiệu framework Django cho người mới,2,khác
Sinh 7 câu hỏi trắc nghiệm về Git,0,hỏi
Đáp án phần lý thuyết về API REST đúng chưa,1,trả lời
Xu hướng công nghệ AI năm 2025,2,khác
Cho tôi câu hỏi về bảo mật ứng dụng web,0,hỏi
Kiểm tra code Java của học sinh xem có lỗi không,1,trả lời
Phân biệt frontend và backend development,2,khác
Tạo bộ câu hỏi về thuật toán tham lam,0,hỏi
Xác nhận đáp án bài kiểm tra Docker,1,trả lời
Review khóa học lập trình Python online,2,khác
Sinh câu hỏi về mô hình MVC,0,hỏi
Chấm bài tập về linked list của em,1,trả lời
Giải thích cách hoạt động của blockchain,2,khác
Cho 8 câu hỏi về testing và debugging,0,hỏi
Đáp án phần code C++ có đạt yêu cầu không,1,trả lời
Tư vấn lộ trình học AI cho sinh viên,2,khác
Cho em hỏi cách khởi tạo một mảng động trong C++ như thế nào?,0,hỏi
Em muốn biết sự khác nhau giữa Stack và Queue trong cấu trúc dữ liệu là gì?,0,hỏi
Kiểm tra xem đáp án này có đúng không: Độ phức tạp của Quick Sort là O(n log n),1,trả lời
Anh giải thích cho em hiểu thuật toán tìm kiếm nhị phân hoạt động ra sao được không?,0,hỏi
Sinh cho em một câu hỏi về khái niệm inheritance trong lập trình hướng đối tượng,2,khác
Đáp án bài toán tìm đường đi ngắn nhất từ A đến B là bao nhiêu?,1,trả lời
Em cần biết cách implement Binary Search Tree trong Java như thế nào?,0,hỏi
Tạo cho em 5 câu hỏi trắc nghiệm về cơ sở dữ liệu quan hệ với độ khó trung bình,2,khác
Phân tích xem code này có bug gì không và đề xuất cách sửa lỗi?,1,trả lời
Cho biết sự khác biệt giữa HTTP và HTTPS trong mạng máy tính là gì?,0,hỏi
Kiểm tra đáp án: Python sử dụng garbage collection để quản lý bộ nhớ tự động,1,trả lời
Em muốn hỏi về cách hoạt động của HashMap trong Java có thể giải thích được không?,0,hỏi
Sinh một bài tập lập trình về thuật toán Dijkstra với độ khó vừa phải cho em,2,khác
Đáp án của bài toán Dynamic Programming này có chính xác không anh?,1,trả lời
Giải thích cho em nguyên lý hoạt động của Virtual Memory trong hệ điều hành nhé,0,hỏi
Tạo ra 10 câu hỏi về thuật toán sắp xếp từ dễ đến khó cho em ôn tập,2,khác
Em hỏi: Sự khác nhau giữa Process và Thread trong hệ điều hành là gì vậy?,0,hỏi
Kiểm tra giúp em xem lời giải bài toán Backtracking này đã đúng chưa nhé?,1,trả lời
Cho em biết cách implement Linked List trong C++ một cách chi tiết được không?,0,hỏi
Sinh đề thi giữa kỳ môn Cấu trúc dữ liệu và Giải thuật gồm 20 câu hỏi,2,khác
Đáp án câu hỏi về độ phức tạp thuật toán Merge Sort em làm có đúng không?,1,trả lời
Em muốn hỏi về cách sử dụng con trỏ trong C có thể giải thích rõ được không?,0,hỏi
Tạo cho em một bộ câu hỏi ôn tập về SQL với các mức độ khác nhau,2,khác
Kiểm tra code implementation của thuật toán BFS này có chính xác không anh?,1,trả lời
Giải thích khái niệm Polymorphism trong OOP cho em hiểu dễ dàng hơn được không?,0,hỏi
Sinh ra 15 câu hỏi trắc nghiệm về mạng máy tính cho kỳ thi cuối kỳ,2,khác
Em hỏi: Cách hoạt động của DNS trong Internet là như thế nào vậy anh?,0,hỏi
Đáp án bài toán tìm kiếm theo chiều sâu DFS em làm có đúng không?,1,trả lời
Cho em biết sự khác biệt giữa SQL và NoSQL database là gì nhé?,0,hỏi
Tạo đề thi thực hành lập trình C++ gồm 5 bài tập từ cơ bản đến nâng cao,2,khác
Kiểm tra lời giải thuật toán tham lam Greedy này có tối ưu không anh?,1,trả lời
Em muốn hỏi về cơ chế hoạt động của Garbage Collector trong Java như thế nào?,0,hỏi
Sinh một số câu hỏi về cấu trúc dữ liệu Tree và Graph cho em ôn tập,2,khác
Đáp án về thời gian chạy của thuật toán Bubble Sort em tính có chính xác không?,1,trả lời
Giải thích cho em hiểu về khái niệm Encapsulation trong lập trình hướng đối tượng nhé,0,hỏi
Tạo bài kiểm tra 15 phút môn Cơ sở dữ liệu gồm 10 câu hỏi ngắn cho em,2,khác
Em hỏi: Sự khác nhau giữa Abstract Class và Interface trong Java là gì?,0,hỏi
Kiểm tra xem cách implement Red-Black Tree này có đúng chuẩn không anh?,1,trả lời
Cho em biết cách thức hoạt động của thuật toán mã hóa RSA được không?,0,hỏi
Sinh đề cương ôn tập môn Mạng máy tính với các chủ đề chính và câu hỏi mẫu,2,khác
Đáp án bài tập về thuật toán chia để trị Divide and Conquer có đúng không?,1,trả lời
Em muốn hỏi về cách hoạt động của Cache Memory trong kiến trúc máy tính?,0,hỏi
Tạo 20 câu hỏi trắc nghiệm về thuật toán và độ phức tạp tính toán cho em,2,khác
Kiểm tra lời giải bài toán Shortest Path này có cho kết quả chính xác không?,1,trả lời
Giải thích cho em về sự khác biệt giữa TCP và UDP trong giao thức mạng nhé,0,hỏi
Sinh đề thi cuối kỳ môn Hệ điều hành gồm cả lý thuyết và bài tập thực hành,2,khác
Em hỏi: Cách implement AVL Tree để tự cân bằng như thế nào vậy anh?,0,hỏi
Đáp án về cách tính độ phức tạp không gian của thuật toán này đúng chưa?,1,trả lời
Cho em biết nguyên lý hoạt động của thuật toán nén dữ liệu Huffman Coding nhé,0,hỏi
Tạo bộ câu hỏi ôn tập toàn diện về lập trình Python từ cơ bản đến nâng cao,2,khác
Sinh cho tôi 5 câu hỏi trắc nghiệm về thuật toán sắp xếp nổi bọt với độ khó trung bình,0,hỏi
Kiểm tra đáp án của bài tập về cấu trúc dữ liệu Stack em vừa làm xong,1,trả lời
Hãy tạo ra 10 câu hỏi về mạng máy tính cho bài kiểm tra 15 phút của lớp tôi,0,hỏi
Giải thích sự khác biệt giữa TCP và UDP trong truyền thông mạng một cách chi tiết,2,khác
Đề nghị tạo câu hỏi về các thuật toán tìm kiếm đồ thị cho sinh viên năm hai,0,hỏi
Cho em đáp án đúng của 3 câu hỏi về hệ quản trị cơ sở dữ liệu MySQL này,1,trả lời
Sinh 8 câu hỏi tự luận về lập trình hướng đối tượng dành cho kỳ thi cuối kỳ,0,hỏi
So sánh hiệu suất của Quick Sort và Merge Sort trong các trường hợp khác nhau,2,khác
Kiểm tra xem đáp án bài tập về con trỏ trong C++ của em có đúng không,1,trả lời
Tạo cho tôi 6 câu hỏi về bảo mật thông tin và mã hóa dữ liệu mức độ nâng cao,0,hỏi
Phân tích độ phức tạp thời gian của thuật toán tìm kiếm nhị phân trên mảng đã sắp xếp,2,khác
Sinh đề kiểm tra 15 phút gồm 10 câu hỏi về hệ điều hành Linux cho lớp học,0,hỏi
Cho biết đáp án và giải thích chi tiết cho bài tập về đệ quy trong Python này,1,trả lời
Hướng dẫn cách cài đặt môi trường phát triển Android Studio trên máy tính Windows 11,2,khác
Tạo ra 12 câu hỏi trắc nghiệm về ngôn ngữ lập trình Java với 4 đáp án,0,hỏi
Xác nhận đáp án của em về bài toán tìm đường đi ngắn nhất Dijkstra có chính xác không,1,trả lời
Sinh câu hỏi về kiến trúc máy tính và tổ chức bộ nhớ cho bài thi giữa kỳ,0,hỏi
Trình bày chi tiết về cách thức hoạt động của giao thức HTTPS trong truyền tải web,2,khác
Kiểm tra lại đáp án bài tập về cây nhị phân tìm kiếm mà em đã giải quyết,1,trả lời
Đề xuất 7 câu hỏi về trí tuệ nhân tạo và machine learning cho bài kiểm tra online,0,hỏi
Giải thích nguyên lý hoạt động của mô hình Client-Server trong kiến trúc phần mềm hiện đại,2,khác
Cần đáp án chính xác cho 5 bài tập về thuật toán Greedy trong môn thiết kế giải thuật,1,trả lời
Tạo bộ câu hỏi về lập trình Web với HTML CSS JavaScript cho sinh viên mới bắt đầu,0,hỏi
Phân tích ưu nhược điểm của các mô hình SDLC trong quy trình phát triển phần mềm,2,khác
Sinh 15 câu hỏi về cấu trúc dữ liệu cây và đồ thị cho đề thi cuối kỳ,0,hỏi
Cho em xem đáp án của bài tập về SQL Query và câu lệnh JOIN phức tạp,1,trả lời
Mô tả chi tiết quy trình biên dịch của một chương trình C từ mã nguồn đến file thực thi,2,khác
Đề nghị sinh câu hỏi về công nghệ Blockchain và ứng dụng của nó trong fintech,0,hỏi
Xem giúp em đáp án bài tập về thuật toán Dynamic Programming có đúng hay sai,1,trả lời
Hãy tạo 9 câu hỏi trắc nghiệm về Internet of Things và các thiết bị thông minh,0,hỏi
